PCB_ID,Lot_ID,Line,Machine,Feeder_ID,Nozzle_ID,Component,Offset_X,Offset_Y,Offset_Angle,Solder_Height,Solder_Volume,Vacuum_Pressure,Placement_Force,Reflow_Peak_Temp,Tact_Time,Grade,Defect_Type,Is_Defective
PCB_007442,LOT_20260308,SMD_Line_A,Mounter_01,FD_23,NZ_12,IC_QFP_48,-13.14,12.51,-0.017,153.47,72.44,-72.01,2.7,242.3,4.67,B,Normal,0
PCB_007443,LOT_20260308,SMD_Line_A,Mounter_04,FD_01,NZ_08,CHIP_1005,9.95,-10.69,0.331,136.17,,-72.86,4.61,238.6,3.42,A,Normal,0
PCB_007444,LOT_20260308,SMD_Line_B,Mounter_04,FD_22,NZ_09,CHIP_0603,-1.11,-14.76,0.528,138.04,87.78,-75.4,2.48,247.9,3.7,A,Normal,0
PCB_007445,LOT_20260308,SMD_Line_A,Mounter_01,FD_02,NZ_05,CHIP_0603,-12.39,9.12,0.187,143.61,112.76,-68.44,3.97,240.8,3.37,A,Normal,0
PCB_007446,LOT_20260308,SMD_Line_B,Mounter_01,FD_19,NZ_12,BGA_256,-28.85,-3.24,-0.003,135.69,104.09,-78.03,2.33,249.1,4.38,A,Normal,0
PCB_007447,LOT_20260308,SMD_Line_B,Mounter_03,FD_03,NZ_05,IC_QFP_48,-1.31,-7.15,-0.145,116.55,88.41,-77.57,3.84,241.0,4.39,A,Normal,0
PCB_007448,LOT_20260308,SMD_Line_A,Mounter_01,FD_26,NZ_05,BGA_256,0.87,1.57,-0.046,145.74,120.02,-75.77,2.51,240.1,4.27,A,Normal,0
PCB_007449,LOT_20260308,SMD_Line_B,Mounter_01,FD_01,NZ_09,BGA_256,-0.13,11.34,0.287,135.3,103.51,-75.87,2.78,249.8,4.29,A,Normal,0
PCB_007450,LOT_20260308,SMD_Line_A,Mounter_02,FD_30,NZ_09,CHIP_1005,10.11,-14.57,-0.238,118.02,,-77.24,2.04,248.9,4.7,A,Normal,0
PCB_007451,LOT_20260308,SMD_Line_B,Mounter_04,FD_21,NZ_03,CHIP_1005,11.14,-18.75,-0.398,146.93,102.43,,4.31,246.2,4.3,A,Normal,0
PCB_007452,LOT_20260308,SMD_Line_B,Mounter_04,FD_13,NZ_04,CHIP_1005,12.78,-4.38,0.386,134.54,84.68,-70.26,2.11,240.1,4.2,A,Normal,0
PCB_007453,LOT_20260308,SMD_Line_A,Mounter_03,FD_08,NZ_06,CHIP_1005,-3.64,-6.79,0.147,141.9,104.36,-68.49,3.35,249.7,4.35,A,Normal,0
PCB_007454,LOT_20260308,SMD_Line_B,Mounter_02,FD_12,NZ_08,CAP_3216,-7.71,9.58,-0.297,137.05,97.37,-72.36,3.17,247.1,3.69,A,Normal,0
PCB_007455,LOT_20260308,SMD_Line_C,Mounter_03,FD_30,NZ_02,CHIP_0603,-1.85,7.93,-0.845,146.99,103.51,-72.36,3.79,256.0,4.63,A,Normal,0
PCB_007456,LOT_20260308,SMD_Line_C,Mounter_01,FD_08,NZ_04,CHIP_0603,2.59,-11.23,-0.361,119.63,95.5,-66.49,3.76,249.8,3.75,A,Normal,0
PCB_007457,LOT_20260308,SMD_Line_B,Mounter_03,FD_26,NZ_05,CHIP_1005,1.59,-6.45,-0.748,127.17,86.89,-72.11,3.28,242.0,4.11,A,Normal,0
PCB_007458,LOT_20260308,SMD_Line_B,Mounter_04,FD_28,NZ_06,BGA_256,-3.1,8.18,0.361,141.32,107.75,,3.1,246.1,4.72,A,Normal,0
PCB_007459,LOT_20260308,SMD_Line_A,Mounter_02,FD_27,NZ_11,BGA_256,-9.33,1.71,0.651,114.94,122.51,-76.91,2.98,239.5,3.61,B,Normal,0
PCB_007460,LOT_20260308,SMD_Line_A,Mounter_01,FD_07,NZ_01,BGA_256,-19.61,-13.93,0.56,124.38,,-73.2,3.05,240.9,4.62,A,Normal,0
PCB_007461,LOT_20260308,SMD_Line_B,Mounter_02,FD_23,NZ_06,CHIP_1005,23.96,10.83,-0.423,130.75,95.95,-72.58,3.58,243.2,4.13,A,Normal,0
PCB_007462,LOT_20260308,SMD_Line_A,Mounter_02,FD_08,NZ_10,BGA_256,-6.99,-2.43,-0.648,135.57,74.85,-66.27,2.81,234.9,4.84,F,Tombstone,1
PCB_007463,LOT_20260308,SMD_Line_C,Mounter_03,FD_29,NZ_07,CHIP_0603,-10.8,12.16,0.669,132.59,80.42,-72.28,2.2,247.6,4.09,B,Normal,0
PCB_007464,LOT_20260308,SMD_Line_A,Mounter_01,FD_24,NZ_09,CHIP_1005,15.21,-12.32,0.2,119.43,102.34,-72.09,4.48,237.8,4.79,A,Normal,0
PCB_007465,LOT_20260308,SMD_Line_A,Mounter_02,FD_15,NZ_11,CHIP_0603,-1.49,0.94,-0.187,96.72,88.51,-78.48,2.43,249.2,5.22,A,Normal,0
PCB_007466,LOT_20260308,SMD_Line_A,Mounter_02,FD_30,NZ_08,CHIP_0603,2.1,6.11,0.431,123.94,,-68.76,2.26,242.7,4.06,A,Normal,0
PCB_007467,LOT_20260308,SMD_Line_C,Mounter_03,FD_21,NZ_03,CHIP_0603,10.04,-0.52,0.273,141.28,75.56,-73.25,3.43,242.6,3.98,F,Tombstone,1
PCB_007468,LOT_20260308,SMD_Line_B,Mounter_02,FD_07,NZ_05,CHIP_1005,11.64,-18.53,-0.072,156.08,102.7,-77.73,3.28,247.2,4.6,A,Normal,0
PCB_007469,LOT_20260308,SMD_Line_B,Mounter_04,FD_12,NZ_01,CHIP_0603,6.0,6.48,-0.247,110.47,74.89,-71.98,2.54,244.3,4.37,B,Normal,0
PCB_007470,LOT_20260308,SMD_Line_A,Mounter_04,FD_18,NZ_09,CHIP_1005,0.29,13.64,-0.409,117.38,101.29,-68.62,2.62,242.1,4.47,A,Normal,0
PCB_007471,LOT_20260308,SMD_Line_C,Mounter_01,FD_04,NZ_10,CHIP_1005,14.25,-3.63,-0.299,140.86,95.04,-74.95,3.95,249.0,4.26,A,Normal,0
PCB_007472,LOT_20260308,SMD_Line_A,Mounter_01,FD_06,NZ_12,CHIP_1005,-1.27,0.34,-0.172,123.53,143.37,-77.45,3.87,246.9,3.85,C,Normal,0
PCB_007473,LOT_20260308,SMD_Line_C,Mounter_03,FD_11,NZ_07,IC_QFP_48,-1.85,10.03,-0.427,147.54,,-71.74,3.97,249.9,4.32,F,Tombstone,1
PCB_007474,LOT_20260308,SMD_Line_B,Mounter_02,FD_30,NZ_03,CHIP_0603,-7.99,6.59,-0.398,157.02,107.01,-76.32,2.92,252.0,4.58,A,Normal,0
PCB_007475,LOT_20260308,SMD_Line_A,Mounter_03,FD_10,NZ_06,CHIP_0603,5.87,5.62,0.459,153.92,99.12,-63.73,3.64,251.3,4.15,A,Normal,0
PCB_007476,LOT_20260308,SMD_Line_B,Mounter_03,FD_30,NZ_10,CHIP_0603,-4.69,-14.72,0.548,110.27,94.28,-70.04,3.01,245.1,3.68,A,Normal,0
PCB_007477,LOT_20260308,SMD_Line_B,Mounter_04,FD_19,NZ_01,BGA_256,12.23,8.75,0.85,153.7,78.96,-71.55,2.91,241.8,4.13,B,Normal,0
PCB_007478,LOT_20260308,SMD_Line_A,Mounter_02,FD_18,NZ_11,CHIP_1005,-31.94,16.45,0.317,130.06,100.43,-68.53,4.33,242.6,5.24,B,Normal,0
PCB_007479,LOT_20260308,SMD_Line_C,Mounter_04,FD_12,NZ_03,CHIP_1005,-12.18,-8.88,0.205,119.45,87.97,-71.12,3.13,245.8,4.03,A,Normal,0
PCB_007480,LOT_20260308,SMD_Line_B,Mounter_04,FD_17,NZ_12,CHIP_1005,21.33,8.19,0.586,126.17,114.06,-68.53,2.67,247.7,3.19,B,Normal,0
PCB_007481,LOT_20260308,SMD_Line_A,Mounter_01,FD_20,NZ_01,IC_QFP_48,-17.57,17.89,-0.634,140.65,84.32,,3.27,249.9,3.53,B,Normal,0
PCB_007482,LOT_20260308,SMD_Line_A,Mounter_03,FD_02,NZ_07,CHIP_0603,-14.89,-15.37,0.676,134.0,85.28,-72.23,2.57,244.7,3.51,B,Normal,0
PCB_007483,LOT_20260308,SMD_Line_B,Mounter_04,FD_30,NZ_03,CHIP_0603,14.86,-9.93,-0.517,108.6,109.83,-68.97,1.32,241.9,3.68,A,Normal,0
PCB_007484,LOT_20260308,SMD_Line_B,Mounter_01,FD_19,NZ_05,CHIP_0603,-14.89,10.05,-0.552,123.21,104.85,-69.47,1.7,240.7,4.96,A,Normal,0
PCB_007485,LOT_20260308,SMD_Line_B,Mounter_01,FD_12,NZ_05,CHIP_0603,-15.84,5.9,-0.023,142.36,87.54,-75.93,2.03,252.7,3.33,A,Normal,0
PCB_007486,LOT_20260308,SMD_Line_B,Mounter_02,FD_26,NZ_09,CHIP_0603,3.91,-8.64,0.07,114.41,109.77,-71.38,4.11,245.2,3.91,A,Normal,0
PCB_007487,LOT_20260308,SMD_Line_B,Mounter_02,FD_11,NZ_01,CAP_3216,25.59,11.77,0.105,127.22,90.55,-72.78,3.18,235.4,4.99,B,Normal,0
PCB_007488,LOT_20260308,SMD_Line_C,Mounter_04,FD_15,NZ_03,CHIP_0603,7.21,0.76,-0.258,134.65,,-71.9,3.0,237.3,4.2,A,Normal,0
PCB_007489,LOT_20260308,SMD_Line_B,Mounter_01,FD_11,NZ_04,CHIP_1005,-24.23,12.76,0.417,125.58,80.12,-74.75,3.6,246.5,4.64,F,Tombstone,1
PCB_007490,LOT_20260308,SMD_Line_C,Mounter_01,FD_11,NZ_04,IC_QFP_48,-2.61,-12.88,-0.932,100.27,100.5,,2.33,241.5,4.06,A,Normal,0
PCB_007491,LOT_20260308,SMD_Line_A,Mounter_01,FD_22,NZ_08,CAP_3216,12.46,-2.2,-0.543,143.5,89.2,-68.92,3.84,247.4,4.14,A,Normal,0
PCB_007492,LOT_20260308,SMD_Line_A,Mounter_03,FD_10,NZ_08,CAP_3216,-7.76,9.7,0.032,125.53,97.19,-75.89,2.89,245.2,4.6,A,Normal,0
PCB_007493,LOT_20260308,SMD_Line_A,Mounter_01,FD_19,NZ_04,CHIP_0603,-24.08,3.82,0.267,113.48,89.31,-71.17,3.73,250.5,5.35,A,Normal,0
PCB_007494,LOT_20260308,SMD_Line_B,Mounter_03,FD_03,NZ_10,CHIP_0603,-5.96,-6.0,-0.232,124.12,96.05,-64.14,2.86,239.5,4.38,A,Normal,0
PCB_007495,LOT_20260308,SMD_Line_C,Mounter_02,FD_04,NZ_09,CAP_3216,-6.25,-6.51,-0.355,135.57,79.01,-70.01,3.34,240.9,4.07,A,Normal,0
PCB_007496,LOT_20260308,SMD_Line_A,Mounter_04,FD_03,NZ_09,CHIP_0603,-10.5,-0.96,-0.706,119.46,97.39,,3.2,243.4,4.16,A,Normal,0
PCB_007497,LOT_20260308,SMD_Line_A,Mounter_02,FD_15,NZ_03,CHIP_0603,3.63,0.94,-0.596,122.65,110.21,-68.93,2.17,244.3,4.31,A,Normal,0
PCB_007498,LOT_20260308,SMD_Line_C,Mounter_04,FD_06,NZ_09,CAP_3216,-21.69,-30.89,0.351,132.98,86.49,-71.36,3.34,245.3,3.84,B,Normal,0
PCB_007499,LOT_20260308,SMD_Line_A,Mounter_01,FD_09,NZ_08,CHIP_1005,9.52,10.75,-0.265,98.47,101.09,-69.41,2.61,252.8,3.76,A,Normal,0
PCB_007500,LOT_20260308,SMD_Line_B,Mounter_04,FD_08,NZ_04,CHIP_0603,-15.5,-0.33,-0.045,121.92,115.79,-71.5,2.87,241.9,4.33,A,Normal,0
PCB_007501,LOT_20260308,SMD_Line_B,Mounter_04,FD_02,NZ_10,CHIP_0603,-2.29,-0.88,-0.426,122.37,97.2,-70.8,2.77,247.0,4.88,A,Normal,0
PCB_007502,LOT_20260308,SMD_Line_C,Mounter_02,FD_19,NZ_05,CHIP_1005,-15.13,-8.99,0.575,133.44,,-67.05,2.97,242.3,4.63,A,Normal,0
PCB_007503,LOT_20260308,SMD_Line_A,Mounter_04,FD_15,NZ_02,CHIP_1005,3.04,-11.92,0.153,127.87,93.23,-70.16,2.27,247.0,4.33,A,Normal,0
PCB_007504,LOT_20260308,SMD_Line_A,Mounter_01,FD_08,NZ_07,CAP_3216,-18.79,14.56,-1.021,137.14,93.83,-67.63,2.38,240.0,4.39,B,Normal,0
PCB_007505,LOT_20260308,SMD_Line_B,Mounter_03,FD_19,NZ_02,CHIP_0603,2.36,3.9,-0.109,118.93,104.1,-78.09,2.86,237.3,4.66,A,Normal,0
PCB_007506,LOT_20260308,SMD_Line_C,Mounter_01,FD_05,NZ_01,CHIP_0603,-10.86,1.41,-0.244,125.01,94.76,-71.23,2.9,249.7,4.44,A,Normal,0
PCB_007507,LOT_20260308,SMD_Line_B,Mounter_04,FD_12,NZ_10,CHIP_0603,-4.69,-0.0,-0.177,146.91,96.91,-69.7,2.87,249.1,4.87,A,Normal,0
PCB_007508,LOT_20260308,SMD_Line_A,Mounter_02,FD_27,NZ_11,CHIP_1005,21.13,2.48,-0.112,119.65,105.63,-71.25,3.62,248.9,4.15,F,Tombstone,1
PCB_007509,LOT_20260308,SMD_Line_B,Mounter_01,FD_12,NZ_05,CHIP_0603,-11.15,8.58,0.505,105.49,100.84,-65.11,3.0,247.8,3.83,A,Normal,0
PCB_007510,LOT_20260308,SMD_Line_C,Mounter_04,FD_28,NZ_08,CHIP_0603,-5.24,14.27,0.691,122.81,90.42,-72.87,2.38,250.0,4.41,A,Normal,0
PCB_007511,LOT_20260308,SMD_Line_C,Mounter_02,FD_09,NZ_04,CHIP_1005,-6.03,-20.42,0.429,114.74,115.06,,4.41,255.6,3.55,A,Normal,0
PCB_007512,LOT_20260308,SMD_Line_C,Mounter_03,FD_18,NZ_01,BGA_256,-4.28,7.96,-0.992,105.32,,-78.27,5.03,239.4,4.35,A,Normal,0
PCB_007513,LOT_20260308,SMD_Line_A,Mounter_02,FD_25,NZ_04,IC_QFP_48,5.78,-3.88,-0.372,147.51,91.45,-66.43,2.96,246.8,4.13,A,Normal,0
PCB_007514,LOT_20260308,SMD_Line_A,Mounter_04,FD_10,NZ_09,CHIP_1005,-1.42,-10.25,0.035,120.0,88.06,-71.56,4.07,239.4,3.56,A,Normal,0
PCB_007515,LOT_20260308,SMD_Line_B,Mounter_02,FD_05,NZ_08,CHIP_1005,-6.71,-9.74,-0.006,130.02,101.34,-73.57,2.95,242.4,4.71,A,Normal,0
PCB_007516,LOT_20260308,SMD_Line_C,Mounter_04,FD_15,NZ_09,CHIP_0603,7.77,18.97,0.371,113.98,90.18,-78.57,3.5,255.9,4.11,A,Normal,0
PCB_007517,LOT_20260308,SMD_Line_A,Mounter_02,FD_25,NZ_07,BGA_256,-25.1,0.69,-0.085,160.33,91.73,-74.91,3.26,249.3,3.47,A,Normal,0
PCB_007518,LOT_20260308,SMD_Line_A,Mounter_02,FD_20,NZ_06,CHIP_0603,28.5,-3.43,-0.402,126.59,106.52,-74.07,3.68,237.9,4.59,B,Normal,0
PCB_007519,LOT_20260308,SMD_Line_C,Mounter_02,FD_24,NZ_06,CHIP_0603,0.57,-17.85,-0.038,132.98,115.57,-73.16,3.93,242.5,4.24,A,Normal,0
PCB_007520,LOT_20260308,SMD_Line_A,Mounter_04,FD_24,NZ_01,CHIP_1005,2.69,-6.36,0.079,112.91,111.29,-73.12,2.88,244.5,3.77,A,Normal,0
PCB_007521,LOT_20260308,SMD_Line_A,Mounter_02,FD_19,NZ_03,CHIP_0603,7.45,15.3,0.159,142.21,111.45,-71.46,3.71,241.6,3.52,A,Normal,0
PCB_007522,LOT_20260308,SMD_Line_B,Mounter_04,FD_21,NZ_02,CHIP_1005,2.23,-12.4,-0.062,105.74,90.91,-72.6,2.72,249.7,4.02,A,Normal,0
PCB_007523,LOT_20260308,SMD_Line_B,Mounter_01,FD_10,NZ_07,CHIP_1005,-0.3,-1.18,-0.34,115.83,122.11,-71.97,2.56,248.3,4.06,A,Normal,0
PCB_007524,LOT_20260308,SMD_Line_B,Mounter_03,FD_17,NZ_10,CHIP_1005,-15.55,-5.07,-0.522,137.0,98.27,-68.49,3.27,250.7,4.0,A,Normal,0
PCB_007525,LOT_20260308,SMD_Line_A,Mounter_01,FD_29,NZ_06,CAP_3216,9.4,2.44,-0.523,134.81,113.26,-72.49,3.45,249.3,3.46,A,Normal,0
PCB_007526,LOT_20260308,SMD_Line_B,Mounter_03,FD_06,NZ_03,IC_QFP_48,19.59,-4.83,-0.324,129.28,108.1,-73.93,2.66,244.9,5.1,A,Normal,0
PCB_007527,LOT_20260308,SMD_Line_B,Mounter_04,FD_09,NZ_04,IC_QFP_48,0.68,-7.62,0.664,105.5,122.72,-71.6,3.3,238.9,3.88,B,Normal,0
PCB_007528,LOT_20260308,SMD_Line_B,Mounter_01,FD_28,NZ_01,CHIP_1005,-12.52,4.25,-0.897,124.23,99.07,,2.96,243.3,4.73,A,Normal,0
PCB_007529,LOT_20260308,SMD_Line_B,Mounter_03,FD_30,NZ_11,CHIP_0603,6.06,-5.41,-0.362,75.52,81.5,-75.97,3.5,242.7,4.26,A,Normal,0
PCB_007530,LOT_20260308,SMD_Line_A,Mounter_03,FD_17,NZ_04,CHIP_0603,-11.97,18.04,0.492,115.35,109.79,-69.42,4.09,231.7,3.55,A,Normal,0
PCB_007531,LOT_20260308,SMD_Line_A,Mounter_01,FD_18,NZ_02,CHIP_1005,9.21,-9.9,-0.467,126.35,82.97,-70.07,3.26,241.5,4.46,A,Normal,0
PCB_007532,LOT_20260308,SMD_Line_A,Mounter_01,FD_14,NZ_05,CHIP_1005,-9.8,12.61,0.293,131.89,104.7,-73.4,3.83,246.7,4.29,A,Normal,0
PCB_007533,LOT_20260308,SMD_Line_A,Mounter_04,FD_23,NZ_09,CHIP_0603,10.1,-0.93,0.049,137.89,113.23,-74.23,2.73,242.2,3.33,A,Normal,0
PCB_007534,LOT_20260308,SMD_Line_B,Mounter_03,FD_06,NZ_09,BGA_256,-21.94,2.7,-0.154,120.59,99.72,-73.64,2.71,245.3,3.03,A,Normal,0
PCB_007535,LOT_20260308,SMD_Line_C,Mounter_04,FD_26,NZ_01,CHIP_1005,36.38,4.83,0.145,145.26,109.99,-74.14,1.71,248.6,5.17,B,Normal,0
PCB_007536,LOT_20260308,SMD_Line_B,Mounter_04,FD_11,NZ_06,CHIP_1005,11.93,-15.12,0.209,129.38,83.77,-68.54,3.84,237.1,4.24,A,Normal,0
PCB_007537,LOT_20260308,SMD_Line_C,Mounter_02,FD_19,NZ_02,CHIP_1005,12.12,13.33,-0.268,135.22,104.01,-74.69,3.77,243.5,4.93,A,Normal,0
PCB_007538,LOT_20260308,SMD_Line_A,Mounter_04,FD_16,NZ_01,IC_QFP_48,7.52,0.92,-0.036,119.6,112.49,-71.96,4.32,243.7,4.36,F,Tombstone,1
PCB_007539,LOT_20260308,SMD_Line_B,Mounter_03,FD_02,NZ_09,CHIP_0603,11.98,4.16,0.316,97.11,108.15,-72.74,3.11,251.1,4.65,A,Normal,0
PCB_007540,LOT_20260308,SMD_Line_A,Mounter_02,FD_07,NZ_02,CHIP_0603,-10.53,15.63,-0.173,125.53,,-68.13,4.17,246.2,4.13,F,Tombstone,1
PCB_007541,LOT_20260308,SMD_Line_A,Mounter_04,FD_26,NZ_06,CAP_3216,2.71,0.72,-0.416,137.56,112.61,-76.07,2.35,246.1,5.17,A,Normal,0
PCB_007542,LOT_20260308,SMD_Line_A,Mounter_04,FD_26,NZ_06,CHIP_0603,-5.68,-0.05,0.189,144.31,123.48,-74.08,3.23,245.7,3.98,A,Normal,0
PCB_007543,LOT_20260308,SMD_Line_B,Mounter_03,FD_21,NZ_03,CHIP_1005,-17.28,7.35,0.05,128.61,114.62,-71.87,2.54,244.1,4.69,A,Normal,0
PCB_007544,LOT_20260308,SMD_Line_C,Mounter_02,FD_06,NZ_06,CHIP_0603,13.34,-6.57,-0.032,131.96,78.39,-66.8,2.68,238.6,3.41,A,Normal,0
PCB_007545,LOT_20260308,SMD_Line_A,Mounter_01,FD_15,NZ_04,CHIP_1005,-13.06,-0.08,-0.355,145.59,101.19,-67.4,3.06,250.0,5.19,A,Normal,0
PCB_007546,LOT_20260308,SMD_Line_A,Mounter_01,FD_25,NZ_08,CHIP_1005,6.19,-24.58,0.266,143.41,92.34,-70.27,2.92,237.5,4.13,A,Normal,0
PCB_007547,LOT_20260308,SMD_Line_C,Mounter_02,FD_13,NZ_04,IC_QFP_48,8.92,-9.57,-0.856,139.67,130.16,-64.98,3.41,247.0,4.17,C,Normal,0
PCB_007548,LOT_20260308,SMD_Line_A,Mounter_02,FD_07,NZ_07,CHIP_0603,4.68,-6.43,-0.24,114.83,116.28,-68.42,3.21,248.4,2.77,A,Normal,0
PCB_007549,LOT_20260308,SMD_Line_C,Mounter_02,FD_20,NZ_10,CHIP_1005,2.26,3.64,0.025,138.54,102.83,-74.81,3.46,248.3,4.13,A,Normal,0
PCB_007550,LOT_20260308,SMD_Line_B,Mounter_02,FD_27,NZ_02,IC_QFP_48,0.55,-6.2,-0.192,131.41,81.74,-68.79,4.25,250.0,4.84,A,Normal,0
PCB_007551,LOT_20260308,SMD_Line_C,Mounter_01,FD_25,NZ_12,CHIP_0603,6.89,12.13,-0.784,169.61,75.1,-70.94,2.73,247.4,4.9,B,Normal,0
PCB_007552,LOT_20260308,SMD_Line_B,Mounter_04,FD_03,NZ_06,IC_QFP_48,1.97,21.17,0.75,132.18,103.8,,2.93,244.7,4.5,A,Normal,0
PCB_007553,LOT_20260308,SMD_Line_B,Mounter_03,FD_15,NZ_10,CHIP_0603,17.64,-3.42,-0.02,117.27,83.48,-67.36,3.79,236.5,4.45,A,Normal,0
PCB_007554,LOT_20260308,SMD_Line_B,Mounter_01,FD_20,NZ_05,CHIP_0603,-3.72,-0.89,0.596,103.28,102.73,-69.76,3.45,245.4,4.66,A,Normal,0
PCB_007555,LOT_20260308,SMD_Line_B,Mounter_03,FD_26,NZ_01,CHIP_1005,14.27,-5.7,-0.162,144.87,111.34,-67.97,2.39,244.1,4.43,F,Tombstone,1
PCB_007556,LOT_20260308,SMD_Line_B,Mounter_01,FD_03,NZ_11,CHIP_0603,-2.27,-18.45,-0.433,149.11,,-61.0,2.77,235.1,4.25,B,Normal,0
PCB_007557,LOT_20260308,SMD_Line_A,Mounter_02,FD_26,NZ_05,IC_QFP_48,-11.69,5.52,0.073,161.52,,-71.11,2.01,241.4,4.95,A,Normal,0
PCB_007558,LOT_20260308,SMD_Line_B,Mounter_01,FD_27,NZ_06,CHIP_0603,-9.8,31.64,-0.045,145.09,115.02,-71.41,2.51,246.0,3.91,B,Normal,0
PCB_007559,LOT_20260308,SMD_Line_B,Mounter_01,FD_15,NZ_02,IC_QFP_48,-10.04,-9.45,0.416,131.88,106.34,-71.99,2.6,239.2,4.18,F,Tombstone,1
PCB_007560,LOT_20260308,SMD_Line_C,Mounter_02,FD_28,NZ_11,CHIP_0603,10.99,-3.83,1.007,148.64,101.51,-67.92,2.83,239.8,4.99,A,Normal,0
PCB_007561,LOT_20260308,SMD_Line_B,Mounter_04,FD_03,NZ_07,CHIP_0603,-13.81,5.01,-0.191,91.23,116.15,-71.16,3.84,244.7,5.03,A,Normal,0
PCB_007562,LOT_20260308,SMD_Line_B,Mounter_02,FD_28,NZ_12,CAP_3216,4.43,-7.44,-0.931,128.05,114.07,-76.33,3.48,244.0,4.65,B,Normal,0
PCB_007563,LOT_20260308,SMD_Line_A,Mounter_04,FD_15,NZ_01,CHIP_1005,13.34,11.19,0.104,134.17,81.1,-71.87,3.23,240.0,3.79,A,Normal,0
PCB_007564,LOT_20260308,SMD_Line_B,Mounter_01,FD_01,NZ_12,CHIP_1005,-28.11,-7.48,-0.014,137.42,105.41,-70.43,4.11,246.7,4.75,F,Tombstone,1
PCB_007565,LOT_20260308,SMD_Line_B,Mounter_01,FD_21,NZ_11,IC_QFP_48,8.98,-10.58,0.029,113.48,105.01,-71.94,3.0,245.0,3.66,A,Normal,0
PCB_007566,LOT_20260308,SMD_Line_C,Mounter_03,FD_20,NZ_01,CHIP_0603,25.67,7.59,-0.178,138.7,91.2,-72.24,2.87,249.4,4.09,A,Normal,0
PCB_007567,LOT_20260308,SMD_Line_C,Mounter_03,FD_11,NZ_12,IC_QFP_48,2.7,26.68,-0.533,114.88,66.51,-78.01,3.64,249.1,3.32,C,Normal,0
PCB_007568,LOT_20260308,SMD_Line_A,Mounter_01,FD_25,NZ_11,CHIP_0603,11.83,-2.82,-0.706,104.15,116.01,-68.27,3.88,249.7,4.23,A,Normal,0
PCB_007569,LOT_20260308,SMD_Line_C,Mounter_03,FD_04,NZ_01,CHIP_1005,6.68,14.34,0.914,121.11,116.45,-72.08,3.17,252.1,3.71,B,Normal,0
PCB_007570,LOT_20260308,SMD_Line_A,Mounter_04,FD_19,NZ_02,CHIP_1005,-4.17,9.02,-0.54,110.06,112.05,-78.09,3.81,248.1,3.56,A,Normal,0
PCB_007571,LOT_20260308,SMD_Line_A,Mounter_02,FD_22,NZ_01,CHIP_0603,-5.34,-16.98,0.833,118.72,97.7,-73.02,2.65,250.5,4.27,A,Normal,0
PCB_007572,LOT_20260308,SMD_Line_B,Mounter_01,FD_28,NZ_07,BGA_256,6.89,10.8,0.32,125.54,96.55,-68.58,3.3,249.0,4.72,A,Normal,0
PCB_007573,LOT_20260308,SMD_Line_A,Mounter_01,FD_28,NZ_11,CHIP_1005,-8.24,26.59,-0.22,138.06,97.73,-67.95,2.47,245.9,3.83,F,Tombstone,1
PCB_007574,LOT_20260308,SMD_Line_B,Mounter_03,FD_10,NZ_05,CHIP_0603,-6.87,3.43,0.571,120.17,111.37,-74.13,3.35,238.3,4.69,A,Normal,0
PCB_007575,LOT_20260308,SMD_Line_A,Mounter_01,FD_27,NZ_07,BGA_256,7.54,-4.87,-0.811,121.31,97.61,-70.61,3.87,243.1,3.68,A,Normal,0
PCB_007576,LOT_20260308,SMD_Line_A,Mounter_01,FD_21,NZ_11,BGA_256,-10.08,16.75,-0.714,150.27,,-71.26,2.75,251.0,4.55,A,Normal,0
PCB_007577,LOT_20260308,SMD_Line_B,Mounter_04,FD_04,NZ_05,IC_QFP_48,8.18,11.45,-0.239,115.72,82.96,-74.68,2.88,241.2,4.34,A,Normal,0
PCB_007578,LOT_20260308,SMD_Line_B,Mounter_04,FD_16,NZ_08,CHIP_1005,-6.45,-3.06,-0.541,173.75,97.81,-71.43,2.37,248.6,4.23,A,Normal,0
PCB_007579,LOT_20260308,SMD_Line_C,Mounter_02,FD_01,NZ_12,CHIP_1005,-6.66,-0.66,-0.896,136.51,108.66,-70.88,3.88,241.3,4.57,A,Normal,0
PCB_007580,LOT_20260308,SMD_Line_B,Mounter_01,FD_27,NZ_10,IC_QFP_48,0.42,-18.37,0.369,150.56,101.3,-80.1,2.89,243.3,4.61,A,Normal,0
PCB_007581,LOT_20260308,SMD_Line_B,Mounter_03,FD_13,NZ_08,CHIP_0603,6.06,5.07,0.06,104.81,96.33,-69.44,3.74,250.1,4.16,A,Normal,0
PCB_007582,LOT_20260308,SMD_Line_A,Mounter_02,FD_19,NZ_09,CHIP_1005,-2.37,-7.19,-0.594,124.77,110.36,-68.62,3.8,250.9,3.89,A,Normal,0
PCB_007583,LOT_20260308,SMD_Line_A,Mounter_03,FD_14,NZ_03,CHIP_1005,17.9,-17.6,-0.36,120.66,112.33,-68.82,2.92,245.2,4.69,B,Normal,0
PCB_007584,LOT_20260308,SMD_Line_A,Mounter_01,FD_13,NZ_02,CHIP_0603,-12.68,15.39,-0.347,125.98,,-74.39,3.78,245.1,4.67,A,Normal,0
PCB_007585,LOT_20260308,SMD_Line_B,Mounter_03,FD_29,NZ_07,CHIP_0603,29.7,-4.05,0.279,120.15,104.13,-70.5,1.88,248.3,4.19,F,Tombstone,1
